time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.464705,-0.1046,1.2679,-1.4880,1.958
2.484852,-0.0701,1.2314,-1.6578,2.066
2.505233,0.2180,1.3055,-1.7864,2.223
2.525126,0.4982,1.4884,-1.8517,2.427
2.545547,0.5324,1.5734,-1.7439,2.408
2.565488,0.3409,1.6942,-1.4101,2.230
2.585497,0.1306,1.8214,-0.8323,2.007
2.606034,-0.0879,1.8359,-0.1991,1.849
2.625968,-0.2830,1.6751,0.3911,1.743
2.645614,-0.4927,1.3960,0.7035,1.639
2.666400,-0.5853,1.0536,0.6149,1.353
2.685807,-0.6476,0.9058,0.3384,1.164
2.707695,-0.5822,0.9370,0.1902,1.119
2.726271,-0.5075,1.0626,0.1772,1.191
2.745854,-0.3219,1.2447,0.1119,1.291
2.766198,-0.1379,1.4818,-0.0434,1.489
2.786039,0.1114,1.3746,0.0390,1.380
2.806448,0.5651,0.8922,0.3657,1.118
2.826245,0.8381,0.1714,0.5059,0.994
2.846993,1.0553,-0.5419,0.4757,1.278
2.866980,1.0663,-0.9374,0.3676,1.467
2.886578,0.6568,-1.0968,0.4387,1.352
2.910349,0.1065,-1.2994,0.6505,1.457
2.926765,-0.4433,-1.4211,0.8420,1.710
2.947088,-0.9952,-1.5471,0.8259,2.016
2.967117,-1.2489,-1.7411,0.6479,2.239
2.987764,-1.2208,-1.7931,0.3096,2.191
3.009728,-0.9446,-1.7674,-0.0369,2.004
3.027535,-0.5044,-1.8593,-0.3667,1.961
3.047122,-0.1173,-1.9456,-0.6989,2.071
3.067300,0.2029,-2.1703,-0.8535,2.341
3.087663,0.3635,-2.2259,-0.8901,2.425
3.108156,0.2919,-2.0043,-0.8846,2.210
3.127615,0.1824,-1.9227,-0.7714,2.080
3.148367,0.1004,-1.9328,-0.4082,1.978
3.167659,-0.0770,-1.9460,0.0223,1.948
3.187915,-0.3163,-1.7770,0.3116,1.832
3.209355,-0.3796,-1.4755,0.5900,1.634
3.228187,-0.5571,-0.8631,0.3959,1.101
3.249094,-0.3846,-0.5600,-0.1046,0.687
3.268408,0.4127,-0.5383,-0.9328,1.153
3.288303,1.3168,-1.0699,-1.5475,2.296
3.309445,1.4020,-1.7095,-1.7829,2.840
3.328644,0.5787,-2.2069,-1.7545,2.878
3.349511,-0.4900,-1.9459,-1.3691,2.429
3.369281,-1.1150,-0.6986,-0.7780,1.529
3.389256,-1.3976,0.8334,-0.5030,1.703
3.409271,-1.1287,1.8996,-0.9182,2.393
3.429265,-0.1516,1.7794,-1.2794,2.197
3.449042,0.5974,0.9593,-1.0491,1.542
3.469344,0.8078,-0.0150,-0.3713,0.889
3.489535,0.7445,-0.7109,0.3501,1.087
3.509686,0.4735,-1.0147,0.4611,1.211
3.529608,0.1619,-0.8674,0.0035,0.882
3.550139,0.0587,-0.5837,-0.7488,0.951
3.569983,0.1265,-0.2374,-1.1016,1.134
3.589176,0.2877,-0.0746,-0.9245,0.971
3.610872,0.4014,-0.2289,-0.5383,0.709
3.630345,0.5090,-0.4128,-0.3706,0.753
3.650462,0.5452,-0.4880,-0.4946,0.883
3.670506,0.4359,-0.5244,-0.5618,0.884
3.690165,0.2742,-0.2759,-0.6583,0.765
3.710886,0.0110,0.0578,-0.6500,0.653
3.730320,-0.2225,0.1550,-0.5352,0.600
3.750616,-0.2832,0.0234,-0.3389,0.442
3.771140,-0.2722,-0.0747,-0.1317,0.312
3.792607,-0.2269,-0.1242,-0.0140,0.259
3.810327,-0.1138,-0.0342,0.0773,0.142
3.830704,-0.1089,0.1003,0.1698,0.225
3.850848,-0.1164,0.1841,0.1663,0.274
